# Root UV coordinates (u, v)
1422: (3.0, 59.90322655742455)
1423: (2.0, 59.90322655742455)
1424: (0.75, 55.1285782646677)
1425: (1.5, 55.1285782646677)
1426: (1.0, 59.90322655742455)
1427: (0.0, 59.90322655742455)
1428: (0.0, 55.1285782646677)
1429: (0.75, 55.1285782646677)
1430: (0.0, 59.90322655742455)
1431: (1.0, 59.90322655742455)
1432: (2.0, 59.90322655742455)
1433: (2.0, 64.67787485018142)
1434: (1.0, 64.67787485018142)
1435: (2.0, 59.90322655742455)
1436: (3.0, 59.90322655742455)
1437: (3.0, 64.67787485018142)
1438: (2.0, 64.67787485018142)
1439: (0.0, 59.90322655742455)
1440: (1.0, 59.90322655742455)
1441: (1.0, 64.67787485018142)
1442: (0.0, 64.67787485018142)
1443: (1.0, 64.67787485018142)
1444: (2.0, 64.67787485018142)
1445: (2.0, 69.45252314293828)
1446: (1.0, 69.45252314293828)
1447: (2.0, 64.67787485018142)
1448: (3.0, 64.67787485018142)
1449: (3.0, 69.45252314293828)
1450: (2.0, 69.45252314293828)
1451: (0.0, 64.67787485018142)
1452: (1.0, 64.67787485018142)
1453: (1.0, 69.45252314293828)
1454: (0.0, 69.45252314293828)
1455: (1.0, 69.45252314293828)
1456: (2.0, 69.45252314293828)
1457: (2.0, 74.22717143569513)
1458: (1.0, 74.22717143569513)
1459: (2.0, 69.45252314293828)
1460: (3.0, 69.45252314293828)
1461: (3.0, 74.22717143569513)
1462: (2.0, 74.22717143569513)
1463: (0.0, 69.45252314293828)
1464: (1.0, 69.45252314293828)
1465: (1.0, 74.22717143569513)
1466: (0.0, 74.22717143569513)
1467: (1.0, 74.22717143569513)
1468: (2.0, 74.22717143569513)
1469: (2.0, 79.00181972845198)
1470: (1.0, 79.00181972845198)
1471: (2.0, 74.22717143569513)
1472: (3.0, 74.22717143569513)
1473: (3.0, 79.00181972845198)
1474: (2.0, 79.00181972845198)
1475: (0.0, 74.22717143569513)
1476: (1.0, 74.22717143569513)
1477: (1.0, 79.00181972845198)
1478: (0.0, 79.00181972845198)
1479: (0.2500000000000001, 0.9330127018922194)
1480: (1.0, 0.5)
1481: (0.5, 0.5)
1482: (0.24999999999999978, 0.06698729810778076)
1483: (0.2500000000000001, 0.9330127018922194)
1484: (0.5, 0.5)
1485: (1.0, 0.5)
1486: (0.24999999999999978, 0.06698729810778076)
1487: (0.5, 0.5)
1488: (0.5, 0.5)
1489: (0.5, 0.5)
1490: (0.5, 0.5)
1491: (0.5, 0.5)
1492: (0.5, 0.5)
1493: (0.5, 0.5)
1494: (0.5, 0.5)
1495: (0.5, 0.5)
1496: (0.5, 0.5)
1497: (0.5, 0.5)
1498: (0.5, 0.5)
1499: (0.5, 0.5)
1500: (0.5, 0.5)
1501: (0.5, 0.5)
1502: (0.5, 0.5)
1503: (0.5, 0.5)
1504: (0.5, 0.5)
1505: (0.5, 0.5)
1506: (0.5, 0.5)
1507: (0.5, 0.5)
1508: (0.5, 0.5)
1509: (0.3333333333333333, 0.0)
1510: (0.6666666666666666, 0.0)
1511: (0.6666666666666666, 0.6799759625714994)
1512: (0.3333333333333333, 0.6799759625714994)
1513: (0.6666666666666666, 0.0)
1514: (1.0, 0.0)
1515: (1.0, 0.6799759625714994)
1516: (0.6666666666666666, 0.6799759625714994)
1517: (-1.1102230246251565e-16, 0.0)
1518: (0.33333333333333326, 0.0)
1519: (0.33333333333333326, 0.6799759625714994)
1520: (-1.1102230246251565e-16, 0.6799759625714994)
1521: (0.3333333333333333, 0.6799759625714994)
1522: (0.6666666666666666, 0.6799759625714994)
1523: (0.6666666666666666, 1.5371015041985139)
1524: (0.3333333333333333, 1.5371015041985139)
1525: (0.6666666666666666, 0.6799759625714994)
1526: (1.0, 0.6799759625714994)
1527: (1.0, 1.5371015041985139)
1528: (0.6666666666666666, 1.5371015041985139)
1529: (-1.1102230246251565e-16, 0.6799759625714994)
1530: (0.33333333333333326, 0.6799759625714994)
1531: (0.33333333333333326, 1.5371015041985139)
1532: (-1.1102230246251565e-16, 1.5371015041985139)
1533: (0.3333333333333333, 1.5371015041985139)
1534: (0.6666666666666666, 1.5371015041985139)
1535: (0.6666666666666666, 2.0419644626114275)
1536: (0.3333333333333333, 2.0419644626114275)
1537: (0.6666666666666666, 1.5371015041985139)
1538: (1.0, 1.5371015041985139)
1539: (1.0, 2.0419644626114275)
1540: (0.6666666666666666, 2.0419644626114275)
1541: (-1.1102230246251565e-16, 1.5371015041985139)
1542: (0.33333333333333326, 1.5371015041985139)
1543: (0.33333333333333326, 2.0419644626114275)
1544: (-1.1102230246251565e-16, 2.0419644626114275)
1545: (0.3333333333333333, 2.0419644626114275)
1546: (0.6666666666666666, 2.0419644626114275)
1547: (0.6666666666666666, 3.633513893530382)
1548: (0.3333333333333333, 3.633513893530382)
1549: (0.6666666666666666, 2.0419644626114275)
1550: (1.0, 2.0419644626114275)
1551: (1.0, 3.633513893530382)
1552: (0.6666666666666666, 3.633513893530382)
1553: (-1.1102230246251565e-16, 2.0419644626114275)
1554: (0.33333333333333326, 2.0419644626114275)
1555: (0.33333333333333326, 3.633513893530382)
1556: (-1.1102230246251565e-16, 3.633513893530382)
1557: (0.3333333333333333, 3.633513893530382)
1558: (0.6666666666666666, 3.633513893530382)
1559: (0.6666666666666666, 5.225063324449334)
1560: (0.3333333333333333, 5.225063324449334)
1561: (0.6666666666666666, 3.633513893530382)
1562: (1.0, 3.633513893530382)
1563: (1.0, 5.225063324449334)
1564: (0.6666666666666666, 5.225063324449334)
1565: (-1.1102230246251565e-16, 3.633513893530382)
1566: (0.33333333333333326, 3.633513893530382)
1567: (0.33333333333333326, 5.225063324449334)
1568: (-1.1102230246251565e-16, 5.225063324449334)
1569: (0.3333333333333333, 5.225063324449334)
1570: (0.6666666666666666, 5.225063324449334)
1571: (0.6666666666666666, 6.816612755368288)
1572: (0.3333333333333333, 6.816612755368288)
1573: (0.6666666666666666, 5.225063324449334)
1574: (1.0, 5.225063324449334)
1575: (1.0, 6.816612755368288)
1576: (0.6666666666666666, 6.816612755368288)
1577: (-1.1102230246251565e-16, 5.225063324449334)
1578: (0.33333333333333326, 5.225063324449334)
1579: (0.33333333333333326, 6.816612755368288)
1580: (-1.1102230246251565e-16, 6.816612755368288)
1581: (0.3333333333333333, 6.816612755368288)
1582: (0.6666666666666666, 6.816612755368288)
1583: (0.6666666666666666, 8.40816218628724)
1584: (0.3333333333333333, 8.40816218628724)
1585: (0.6666666666666666, 6.816612755368288)
1586: (1.0, 6.816612755368288)
1587: (1.0, 8.40816218628724)
1588: (0.6666666666666666, 8.40816218628724)
1589: (-1.1102230246251565e-16, 6.816612755368288)
1590: (0.33333333333333326, 6.816612755368288)
1591: (0.33333333333333326, 8.40816218628724)
1592: (-1.1102230246251565e-16, 8.40816218628724)
1593: (0.2500000000000001, 0.9330127018922194)
1594: (1.0, 0.5)
1595: (0.5, 0.5)
1596: (0.24999999999999978, 0.06698729810778076)
1597: (0.2500000000000001, 0.9330127018922194)
1598: (0.5, 0.5)
1599: (1.0, 0.5)
1600: (0.24999999999999978, 0.06698729810778076)
1601: (0.5, 0.5)
1602: (0.5, 0.5)
1603: (0.5, 0.5)
1604: (0.5, 0.5)
1605: (0.5, 0.5)
1606: (0.5, 0.5)
1607: (0.5, 0.5)
1608: (0.5, 0.5)
1609: (0.5, 0.5)
1610: (0.5, 0.5)
1611: (0.5, 0.5)
1612: (0.5, 0.5)
1613: (0.5, 0.5)
1614: (0.3333333333333333, 0.0)
1615: (0.6666666666666666, 0.0)
1616: (0.6666666666666666, 0.3452319718691484)
1617: (0.3333333333333333, 0.3452319718691484)
1618: (0.6666666666666666, 0.0)
1619: (1.0, 0.0)
1620: (1.0, 0.3452319718691484)
1621: (0.6666666666666666, 0.3452319718691484)
1622: (-1.1102230246251565e-16, 0.0)
1623: (0.33333333333333326, 0.0)
1624: (0.33333333333333326, 0.3452319718691484)
1625: (-1.1102230246251565e-16, 0.3452319718691484)
1626: (0.3333333333333333, 0.3452319718691484)
1627: (0.6666666666666666, 0.3452319718691484)
1628: (0.6666666666666666, 0.6899376486178089)
1629: (0.3333333333333333, 0.6899376486178089)
1630: (0.6666666666666666, 0.3452319718691484)
1631: (1.0, 0.3452319718691484)
1632: (1.0, 0.6899376486178089)
1633: (0.6666666666666666, 0.6899376486178089)
1634: (-1.1102230246251565e-16, 0.3452319718691484)
1635: (0.33333333333333326, 0.3452319718691484)
1636: (0.33333333333333326, 0.6899376486178089)
1637: (-1.1102230246251565e-16, 0.6899376486178089)
1638: (0.3333333333333333, 0.6899376486178089)
1639: (0.6666666666666666, 0.6899376486178089)
1640: (0.6666666666666666, 1.4843792430302725)
1641: (0.3333333333333333, 1.4843792430302725)
1642: (0.6666666666666666, 0.6899376486178089)
1643: (1.0, 0.6899376486178089)
1644: (1.0, 1.4843792430302725)
1645: (0.6666666666666666, 1.4843792430302725)
1646: (-1.1102230246251565e-16, 0.6899376486178089)
1647: (0.33333333333333326, 0.6899376486178089)
1648: (0.33333333333333326, 1.4843792430302725)
1649: (-1.1102230246251565e-16, 1.4843792430302725)
1650: (0.3333333333333333, 1.4843792430302725)
1651: (0.6666666666666666, 1.4843792430302725)
1652: (0.6666666666666666, 3.075928673949224)
1653: (0.3333333333333333, 3.075928673949224)
1654: (0.6666666666666666, 1.4843792430302725)
1655: (1.0, 1.4843792430302725)
1656: (1.0, 3.075928673949224)
1657: (0.6666666666666666, 3.075928673949224)
1658: (-1.1102230246251565e-16, 1.4843792430302725)
1659: (0.33333333333333326, 1.4843792430302725)
1660: (0.33333333333333326, 3.075928673949224)
1661: (-1.1102230246251565e-16, 3.075928673949224)
1662: (0.3333333333333333, 3.075928673949224)
1663: (0.6666666666666666, 3.075928673949224)
1664: (0.6666666666666666, 4.667478104868179)
1665: (0.3333333333333333, 4.667478104868179)
1666: (0.6666666666666666, 3.075928673949224)
1667: (1.0, 3.075928673949224)
1668: (1.0, 4.667478104868179)
1669: (0.6666666666666666, 4.667478104868179)
1670: (-1.1102230246251565e-16, 3.075928673949224)
1671: (0.33333333333333326, 3.075928673949224)
1672: (0.33333333333333326, 4.667478104868179)
1673: (-1.1102230246251565e-16, 4.667478104868179)
1674: (0.2500000000000001, 0.9330127018922194)
1675: (1.0, 0.5)
1676: (0.5, 0.5)
1677: (0.24999999999999978, 0.06698729810778076)
1678: (0.2500000000000001, 0.9330127018922194)
1679: (0.5, 0.5)
1680: (1.0, 0.5)
1681: (0.24999999999999978, 0.06698729810778076)
1682: (0.5, 0.5)
1683: (0.5, 0.5)
1684: (0.5, 0.5)
1685: (0.5, 0.5)
1686: (0.5, 0.5)
1687: (0.5, 0.5)
1688: (0.5, 0.5)
1689: (0.5, 0.5)
1690: (0.5, 0.5)
1691: (0.5, 0.5)
1692: (0.3333333333333333, 0.0)
1693: (0.6666666666666666, 0.0)
1694: (0.6666666666666666, 0.6381444855278591)
1695: (0.3333333333333333, 0.6381444855278591)
1696: (0.6666666666666666, 0.0)
1697: (1.0, 0.0)
1698: (1.0, 0.6381444855278591)
1699: (0.6666666666666666, 0.6381444855278591)
1700: (-1.1102230246251565e-16, 0.0)
1701: (0.33333333333333326, 0.0)
1702: (0.33333333333333326, 0.6381444855278591)
1703: (-1.1102230246251565e-16, 0.6381444855278591)
1704: (0.3333333333333333, 0.6381444855278591)
1705: (0.6666666666666666, 0.6381444855278591)
1706: (0.6666666666666666, 1.2534773536301602)
1707: (0.3333333333333333, 1.2534773536301602)
1708: (0.6666666666666666, 0.6381444855278591)
1709: (1.0, 0.6381444855278591)
1710: (1.0, 1.2534773536301602)
1711: (0.6666666666666666, 1.2534773536301602)
1712: (-1.1102230246251565e-16, 0.6381444855278591)
1713: (0.33333333333333326, 0.6381444855278591)
1714: (0.33333333333333326, 1.2534773536301602)
1715: (-1.1102230246251565e-16, 1.2534773536301602)
1716: (0.3333333333333333, 1.2534773536301602)
1717: (0.6666666666666666, 1.2534773536301602)
1718: (0.6666666666666666, 1.9449231058627459)
1719: (0.3333333333333333, 1.9449231058627459)
1720: (0.6666666666666666, 1.2534773536301602)
1721: (1.0, 1.2534773536301602)
1722: (1.0, 1.9449231058627459)
1723: (0.6666666666666666, 1.9449231058627459)
1724: (-1.1102230246251565e-16, 1.2534773536301602)
1725: (0.33333333333333326, 1.2534773536301602)
1726: (0.33333333333333326, 1.9449231058627459)
1727: (-1.1102230246251565e-16, 1.9449231058627459)
1728: (0.3333333333333333, 1.9449231058627459)
1729: (0.6666666666666666, 1.9449231058627459)
1730: (0.6666666666666666, 3.536472536781696)
1731: (0.3333333333333333, 3.536472536781696)
1732: (0.6666666666666666, 1.9449231058627459)
1733: (1.0, 1.9449231058627459)
1734: (1.0, 3.536472536781696)
1735: (0.6666666666666666, 3.536472536781696)
1736: (-1.1102230246251565e-16, 1.9449231058627459)
1737: (0.33333333333333326, 1.9449231058627459)
1738: (0.33333333333333326, 3.536472536781696)
1739: (-1.1102230246251565e-16, 3.536472536781696)
1740: (0.3333333333333333, 3.536472536781696)
1741: (0.6666666666666666, 3.536472536781696)
1742: (0.6666666666666666, 5.128021967700651)
1743: (0.3333333333333333, 5.128021967700651)
1744: (0.6666666666666666, 3.536472536781696)
1745: (1.0, 3.536472536781696)
1746: (1.0, 5.128021967700651)
1747: (0.6666666666666666, 5.128021967700651)
1748: (-1.1102230246251565e-16, 3.536472536781696)
1749: (0.33333333333333326, 3.536472536781696)
1750: (0.33333333333333326, 5.128021967700651)
1751: (-1.1102230246251565e-16, 5.128021967700651)
1752: (0.3333333333333333, 5.128021967700651)
1753: (0.6666666666666666, 5.128021967700651)
1754: (0.6666666666666666, 6.719571398619605)
1755: (0.3333333333333333, 6.719571398619605)
1756: (0.6666666666666666, 5.128021967700651)
1757: (1.0, 5.128021967700651)
1758: (1.0, 6.719571398619605)
1759: (0.6666666666666666, 6.719571398619605)
1760: (-1.1102230246251565e-16, 5.128021967700651)
1761: (0.33333333333333326, 5.128021967700651)
1762: (0.33333333333333326, 6.719571398619605)
1763: (-1.1102230246251565e-16, 6.719571398619605)
1764: (0.3333333333333333, 6.719571398619605)
1765: (0.6666666666666666, 6.719571398619605)
1766: (0.6666666666666666, 8.311120829538567)
1767: (0.3333333333333333, 8.311120829538567)
1768: (0.6666666666666666, 6.719571398619605)
1769: (1.0, 6.719571398619605)
1770: (1.0, 8.311120829538567)
1771: (0.6666666666666666, 8.311120829538567)
1772: (-1.1102230246251565e-16, 6.719571398619605)
1773: (0.33333333333333326, 6.719571398619605)
1774: (0.33333333333333326, 8.311120829538567)
1775: (-1.1102230246251565e-16, 8.311120829538567)
1776: (0.2500000000000001, 0.9330127018922194)
1777: (1.0, 0.5)
1778: (0.5, 0.5)
1779: (0.24999999999999978, 0.06698729810778076)
1780: (0.2500000000000001, 0.9330127018922194)
1781: (0.5, 0.5)
1782: (1.0, 0.5)
1783: (0.24999999999999978, 0.06698729810778076)
1784: (0.5, 0.5)
1785: (0.5, 0.5)
1786: (0.5, 0.5)
1787: (0.5, 0.5)
1788: (0.5, 0.5)
1789: (0.5, 0.5)
1790: (0.5, 0.5)
1791: (0.5, 0.5)
1792: (0.5, 0.5)
1793: (0.5, 0.5)
1794: (0.5, 0.5)
1795: (0.5, 0.5)
1796: (0.5, 0.5)
1797: (0.3333333333333333, 0.0)
1798: (0.6666666666666666, 0.0)
1799: (0.6666666666666666, 0.7399295186623809)
1800: (0.3333333333333333, 0.7399295186623809)
1801: (0.6666666666666666, 0.0)
1802: (1.0, 0.0)
1803: (1.0, 0.7399295186623809)
1804: (0.6666666666666666, 0.7399295186623809)
1805: (-1.1102230246251565e-16, 0.0)
1806: (0.33333333333333326, 0.0)
1807: (0.33333333333333326, 0.7399295186623809)
1808: (-1.1102230246251565e-16, 0.7399295186623809)
1809: (0.3333333333333333, 0.7399295186623809)
1810: (0.6666666666666666, 0.7399295186623809)
1811: (0.6666666666666666, 1.3026534062862658)
1812: (0.3333333333333333, 1.3026534062862658)
1813: (0.6666666666666666, 0.7399295186623809)
1814: (1.0, 0.7399295186623809)
1815: (1.0, 1.3026534062862658)
1816: (0.6666666666666666, 1.3026534062862658)
1817: (-1.1102230246251565e-16, 0.7399295186623809)
1818: (0.33333333333333326, 0.7399295186623809)
1819: (0.33333333333333326, 1.3026534062862658)
1820: (-1.1102230246251565e-16, 1.3026534062862658)
1821: (0.3333333333333333, 1.3026534062862658)
1822: (0.6666666666666666, 1.3026534062862658)
1823: (0.6666666666666666, 2.06717395468157)
1824: (0.3333333333333333, 2.06717395468157)
1825: (0.6666666666666666, 1.3026534062862658)
1826: (1.0, 1.3026534062862658)
1827: (1.0, 2.06717395468157)
1828: (0.6666666666666666, 2.06717395468157)
1829: (-1.1102230246251565e-16, 1.3026534062862658)
1830: (0.33333333333333326, 1.3026534062862658)
1831: (0.33333333333333326, 2.06717395468157)
1832: (-1.1102230246251565e-16, 2.06717395468157)
1833: (0.3333333333333333, 2.06717395468157)
1834: (0.6666666666666666, 2.06717395468157)
1835: (0.6666666666666666, 3.6587233856005232)
1836: (0.3333333333333333, 3.6587233856005232)
1837: (0.6666666666666666, 2.06717395468157)
1838: (1.0, 2.06717395468157)
1839: (1.0, 3.6587233856005232)
1840: (0.6666666666666666, 3.6587233856005232)
1841: (-1.1102230246251565e-16, 2.06717395468157)
1842: (0.33333333333333326, 2.06717395468157)
1843: (0.33333333333333326, 3.6587233856005232)
1844: (-1.1102230246251565e-16, 3.6587233856005232)
1845: (0.3333333333333333, 3.6587233856005232)
1846: (0.6666666666666666, 3.6587233856005232)
1847: (0.6666666666666666, 5.250272824477223)
1848: (0.3333333333333333, 5.250272824477223)
1849: (0.6666666666666666, 3.6587233856005232)
1850: (1.0, 3.6587233856005232)
1851: (1.0, 5.250272824477223)
1852: (0.6666666666666666, 5.250272824477223)
1853: (-1.1102230246251565e-16, 3.6587233856005232)
1854: (0.33333333333333326, 3.6587233856005232)
1855: (0.33333333333333326, 5.250272824477223)
1856: (-1.1102230246251565e-16, 5.250272824477223)
1857: (0.2500000000000001, 0.9330127018922194)
1858: (1.0, 0.5)
1859: (0.5, 0.5)
1860: (0.24999999999999978, 0.06698729810778076)
1861: (0.2500000000000001, 0.9330127018922194)
1862: (0.5, 0.5)
1863: (1.0, 0.5)
1864: (0.24999999999999978, 0.06698729810778076)
1865: (0.5, 0.5)
1866: (0.5, 0.5)
1867: (0.5, 0.5)
1868: (0.5, 0.5)
1869: (0.5, 0.5)
1870: (0.5, 0.5)
1871: (0.5, 0.5)
1872: (0.5, 0.5)
1873: (0.5, 0.5)
1874: (0.5, 0.5)
1875: (0.3333333333333333, 0.0)
1876: (0.6666666666666666, 0.0)
1877: (0.6666666666666666, 0.5114653682275154)
1878: (0.3333333333333333, 0.5114653682275154)
1879: (0.6666666666666666, 0.0)
1880: (1.0, 0.0)
1881: (1.0, 0.5114653682275154)
1882: (0.6666666666666666, 0.5114653682275154)
1883: (-1.1102230246251565e-16, 0.0)
1884: (0.33333333333333326, 0.0)
1885: (0.33333333333333326, 0.5114653682275154)
1886: (-1.1102230246251565e-16, 0.5114653682275154)
1887: (0.3333333333333333, 0.5114653682275154)
1888: (0.6666666666666666, 0.5114653682275154)
1889: (0.6666666666666666, 1.3042050309103779)
1890: (0.3333333333333333, 1.3042050309103779)
1891: (0.6666666666666666, 0.5114653682275154)
1892: (1.0, 0.5114653682275154)
1893: (1.0, 1.3042050309103779)
1894: (0.6666666666666666, 1.3042050309103779)
1895: (-1.1102230246251565e-16, 0.5114653682275154)
1896: (0.33333333333333326, 0.5114653682275154)
1897: (0.33333333333333326, 1.3042050309103779)
1898: (-1.1102230246251565e-16, 1.3042050309103779)
1899: (0.3333333333333333, 1.3042050309103779)
1900: (0.6666666666666666, 1.3042050309103779)
1901: (0.6666666666666666, 1.7747345578738467)
1902: (0.3333333333333333, 1.7747345578738467)
1903: (0.6666666666666666, 1.3042050309103779)
1904: (1.0, 1.3042050309103779)
1905: (1.0, 1.7747345578738467)
1906: (0.6666666666666666, 1.7747345578738467)
1907: (-1.1102230246251565e-16, 1.3042050309103779)
1908: (0.33333333333333326, 1.3042050309103779)
1909: (0.33333333333333326, 1.7747345578738467)
1910: (-1.1102230246251565e-16, 1.7747345578738467)
1911: (0.3333333333333333, 1.7747345578738467)
1912: (0.6666666666666666, 1.7747345578738467)
1913: (0.6666666666666666, 3.3662839887927998)
1914: (0.3333333333333333, 3.3662839887927998)
1915: (0.6666666666666666, 1.7747345578738467)
1916: (1.0, 1.7747345578738467)
1917: (1.0, 3.3662839887927998)
1918: (0.6666666666666666, 3.3662839887927998)
1919: (-1.1102230246251565e-16, 1.7747345578738467)
1920: (0.33333333333333326, 1.7747345578738467)
1921: (0.33333333333333326, 3.3662839887927998)
1922: (-1.1102230246251565e-16, 3.3662839887927998)
1923: (0.3333333333333333, 3.3662839887927998)
1924: (0.6666666666666666, 3.3662839887927998)
1925: (0.6666666666666666, 4.957833419711748)
1926: (0.3333333333333333, 4.957833419711748)
1927: (0.6666666666666666, 3.3662839887927998)
1928: (1.0, 3.3662839887927998)
1929: (1.0, 4.957833419711748)
1930: (0.6666666666666666, 4.957833419711748)
1931: (-1.1102230246251565e-16, 3.3662839887927998)
1932: (0.33333333333333326, 3.3662839887927998)
1933: (0.33333333333333326, 4.957833419711748)
1934: (-1.1102230246251565e-16, 4.957833419711748)
1935: (0.3333333333333333, 4.957833419711748)
1936: (0.6666666666666666, 4.957833419711748)
1937: (0.6666666666666666, 6.5493828506307)
1938: (0.3333333333333333, 6.5493828506307)
1939: (0.6666666666666666, 4.957833419711748)
1940: (1.0, 4.957833419711748)
1941: (1.0, 6.5493828506307)
1942: (0.6666666666666666, 6.5493828506307)
1943: (-1.1102230246251565e-16, 4.957833419711748)
1944: (0.33333333333333326, 4.957833419711748)
1945: (0.33333333333333326, 6.5493828506307)
1946: (-1.1102230246251565e-16, 6.5493828506307)
1947: (0.2500000000000001, 0.9330127018922194)
1948: (1.0, 0.5)
1949: (0.5, 0.5)
1950: (0.24999999999999978, 0.06698729810778076)
1951: (0.2500000000000001, 0.9330127018922194)
1952: (0.5, 0.5)
1953: (1.0, 0.5)
1954: (0.24999999999999978, 0.06698729810778076)
1955: (0.5, 0.5)
1956: (0.5, 0.5)
1957: (0.5, 0.5)
1958: (0.5, 0.5)
1959: (0.5, 0.5)
1960: (0.5, 0.5)
1961: (0.5, 0.5)
1962: (0.5, 0.5)
1963: (0.5, 0.5)
1964: (0.5, 0.5)
1965: (0.3333333333333333, 0.0)
1966: (0.6666666666666666, 0.0)
1967: (0.6666666666666666, 0.38361227147225024)
1968: (0.3333333333333333, 0.38361227147225024)
1969: (0.6666666666666666, 0.0)
1970: (1.0, 0.0)
1971: (1.0, 0.38361227147225024)
1972: (0.6666666666666666, 0.38361227147225024)
1973: (-1.1102230246251565e-16, 0.0)
1974: (0.33333333333333326, 0.0)
1975: (0.33333333333333326, 0.38361227147225024)
1976: (-1.1102230246251565e-16, 0.38361227147225024)
1977: (0.3333333333333333, 0.38361227147225024)
1978: (0.6666666666666666, 0.38361227147225024)
1979: (0.6666666666666666, 0.8843836479348419)
1980: (0.3333333333333333, 0.8843836479348419)
1981: (0.6666666666666666, 0.38361227147225024)
1982: (1.0, 0.38361227147225024)
1983: (1.0, 0.8843836479348419)
1984: (0.6666666666666666, 0.8843836479348419)
1985: (-1.1102230246251565e-16, 0.38361227147225024)
1986: (0.33333333333333326, 0.38361227147225024)
1987: (0.33333333333333326, 0.8843836479348419)
1988: (-1.1102230246251565e-16, 0.8843836479348419)
1989: (0.3333333333333333, 0.8843836479348419)
1990: (0.6666666666666666, 0.8843836479348419)
1991: (0.6666666666666666, 1.5764852964449376)
1992: (0.3333333333333333, 1.5764852964449376)
1993: (0.6666666666666666, 0.8843836479348419)
1994: (1.0, 0.8843836479348419)
1995: (1.0, 1.5764852964449376)
1996: (0.6666666666666666, 1.5764852964449376)
1997: (-1.1102230246251565e-16, 0.8843836479348419)
1998: (0.33333333333333326, 0.8843836479348419)
1999: (0.33333333333333326, 1.5764852964449376)
2000: (-1.1102230246251565e-16, 1.5764852964449376)
2001: (0.3333333333333333, 1.5764852964449376)
2002: (0.6666666666666666, 1.5764852964449376)
2003: (0.6666666666666666, 3.1680347273638896)
2004: (0.3333333333333333, 3.1680347273638896)
2005: (0.6666666666666666, 1.5764852964449376)
2006: (1.0, 1.5764852964449376)
2007: (1.0, 3.1680347273638896)
2008: (0.6666666666666666, 3.1680347273638896)
2009: (-1.1102230246251565e-16, 1.5764852964449376)
2010: (0.33333333333333326, 1.5764852964449376)
2011: (0.33333333333333326, 3.1680347273638896)
2012: (-1.1102230246251565e-16, 3.1680347273638896)
2013: (0.3333333333333333, 3.1680347273638896)
2014: (0.6666666666666666, 3.1680347273638896)
2015: (0.6666666666666666, 4.7595841582828395)
2016: (0.3333333333333333, 4.7595841582828395)
2017: (0.6666666666666666, 3.1680347273638896)
2018: (1.0, 3.1680347273638896)
2019: (1.0, 4.7595841582828395)
2020: (0.6666666666666666, 4.7595841582828395)
2021: (-1.1102230246251565e-16, 3.1680347273638896)
2022: (0.33333333333333326, 3.1680347273638896)
2023: (0.33333333333333326, 4.7595841582828395)
2024: (-1.1102230246251565e-16, 4.7595841582828395)
2025: (0.2500000000000001, 0.9330127018922194)
2026: (1.0, 0.5)
2027: (0.5, 0.5)
2028: (0.24999999999999978, 0.06698729810778076)
2029: (0.2500000000000001, 0.9330127018922194)
2030: (0.5, 0.5)
2031: (1.0, 0.5)
2032: (0.24999999999999978, 0.06698729810778076)
2033: (0.5, 0.5)
2034: (0.5, 0.5)
2035: (0.5, 0.5)
2036: (0.5, 0.5)
2037: (0.5, 0.5)
2038: (0.5, 0.5)
2039: (0.5, 0.5)
2040: (0.5, 0.5)
2041: (0.5, 0.5)
2042: (0.5, 0.5)
2043: (0.3333333333333333, 0.0)
2044: (0.6666666666666666, 0.0)
2045: (0.6666666666666666, 0.6267502418770958)
2046: (0.3333333333333333, 0.6267502418770958)
2047: (0.6666666666666666, 0.0)
2048: (1.0, 0.0)
2049: (1.0, 0.6267502418770958)
2050: (0.6666666666666666, 0.6267502418770958)
2051: (-1.1102230246251565e-16, 0.0)
2052: (0.33333333333333326, 0.0)
2053: (0.33333333333333326, 0.6267502418770958)
2054: (-1.1102230246251565e-16, 0.6267502418770958)
2055: (0.3333333333333333, 0.6267502418770958)
2056: (0.6666666666666666, 0.6267502418770958)
2057: (0.6666666666666666, 1.3122510300879662)
2058: (0.3333333333333333, 1.3122510300879662)
2059: (0.6666666666666666, 0.6267502418770958)
2060: (1.0, 0.6267502418770958)
2061: (1.0, 1.3122510300879662)
2062: (0.6666666666666666, 1.3122510300879662)
2063: (-1.1102230246251565e-16, 0.6267502418770958)
2064: (0.33333333333333326, 0.6267502418770958)
2065: (0.33333333333333326, 1.3122510300879662)
2066: (-1.1102230246251565e-16, 1.3122510300879662)
2067: (0.3333333333333333, 1.3122510300879662)
2068: (0.6666666666666666, 1.3122510300879662)
2069: (0.6666666666666666, 1.9430606946936035)
2070: (0.3333333333333333, 1.9430606946936035)
2071: (0.6666666666666666, 1.3122510300879662)
2072: (1.0, 1.3122510300879662)
2073: (1.0, 1.9430606946936035)
2074: (0.6666666666666666, 1.9430606946936035)
2075: (-1.1102230246251565e-16, 1.3122510300879662)
2076: (0.33333333333333326, 1.3122510300879662)
2077: (0.33333333333333326, 1.9430606946936035)
2078: (-1.1102230246251565e-16, 1.9430606946936035)
2079: (0.3333333333333333, 1.9430606946936035)
2080: (0.6666666666666666, 1.9430606946936035)
2081: (0.6666666666666666, 3.53461012561256)
2082: (0.3333333333333333, 3.53461012561256)
2083: (0.6666666666666666, 1.9430606946936035)
2084: (1.0, 1.9430606946936035)
