# Root UV coordinates (u, v)
4132: (0.33333333333333326, 0.5119681271610872)
4133: (-1.1102230246251565e-16, 0.5119681271610872)
4134: (0.3333333333333333, 0.5119681271610872)
4135: (0.6666666666666666, 0.5119681271610872)
4136: (0.6666666666666666, 1.2497480863484036)
4137: (0.3333333333333333, 1.2497480863484036)
4138: (0.6666666666666666, 0.5119681271610872)
4139: (1.0, 0.5119681271610872)
4140: (1.0, 1.2497480863484036)
4141: (0.6666666666666666, 1.2497480863484036)
4142: (-1.1102230246251565e-16, 0.5119681271610872)
4143: (0.33333333333333326, 0.5119681271610872)
4144: (0.33333333333333326, 1.2497480863484036)
4145: (-1.1102230246251565e-16, 1.2497480863484036)
4146: (0.3333333333333333, 1.2497480863484036)
4147: (0.6666666666666666, 1.2497480863484036)
4148: (0.6666666666666666, 1.7811210113153155)
4149: (0.3333333333333333, 1.7811210113153155)
4150: (0.6666666666666666, 1.2497480863484036)
4151: (1.0, 1.2497480863484036)
4152: (1.0, 1.7811210113153155)
4153: (0.6666666666666666, 1.7811210113153155)
4154: (-1.1102230246251565e-16, 1.2497480863484036)
4155: (0.33333333333333326, 1.2497480863484036)
4156: (0.33333333333333326, 1.7811210113153155)
4157: (-1.1102230246251565e-16, 1.7811210113153155)
4158: (0.3333333333333333, 1.7811210113153155)
4159: (0.6666666666666666, 1.7811210113153155)
4160: (0.6666666666666666, 3.3726704422342673)
4161: (0.3333333333333333, 3.3726704422342673)
4162: (0.6666666666666666, 1.7811210113153155)
4163: (1.0, 1.7811210113153155)
4164: (1.0, 3.3726704422342673)
4165: (0.6666666666666666, 3.3726704422342673)
4166: (-1.1102230246251565e-16, 1.7811210113153155)
4167: (0.33333333333333326, 1.7811210113153155)
4168: (0.33333333333333326, 3.3726704422342673)
4169: (-1.1102230246251565e-16, 3.3726704422342673)
4170: (0.3333333333333333, 3.3726704422342673)
4171: (0.6666666666666666, 3.3726704422342673)
4172: (0.6666666666666666, 4.9642198731532226)
4173: (0.3333333333333333, 4.9642198731532226)
4174: (0.6666666666666666, 3.3726704422342673)
4175: (1.0, 3.3726704422342673)
4176: (1.0, 4.9642198731532226)
4177: (0.6666666666666666, 4.9642198731532226)
4178: (-1.1102230246251565e-16, 3.3726704422342673)
4179: (0.33333333333333326, 3.3726704422342673)
4180: (0.33333333333333326, 4.9642198731532226)
4181: (-1.1102230246251565e-16, 4.9642198731532226)
4182: (0.2500000000000001, 0.9330127018922194)
4183: (1.0, 0.5)
4184: (0.5, 0.5)
4185: (0.24999999999999978, 0.06698729810778076)
4186: (0.2500000000000001, 0.9330127018922194)
4187: (0.5, 0.5)
4188: (1.0, 0.5)
4189: (0.24999999999999978, 0.06698729810778076)
4190: (0.5, 0.5)
4191: (0.5, 0.5)
4192: (0.5, 0.5)
4193: (0.5, 0.5)
4194: (0.5, 0.5)
4195: (0.5, 0.5)
4196: (0.5, 0.5)
4197: (0.5, 0.5)
4198: (0.5, 0.5)
4199: (0.5, 0.5)
4200: (0.3333333333333333, 0.0)
4201: (0.6666666666666666, 0.0)
4202: (0.6666666666666666, 0.7432009536469797)
4203: (0.3333333333333333, 0.7432009536469797)
4204: (0.6666666666666666, 0.0)
4205: (1.0, 0.0)
4206: (1.0, 0.7432009536469797)
4207: (0.6666666666666666, 0.7432009536469797)
4208: (-1.1102230246251565e-16, 0.0)
4209: (0.33333333333333326, 0.0)
4210: (0.33333333333333326, 0.7432009536469797)
4211: (-1.1102230246251565e-16, 0.7432009536469797)
4212: (0.3333333333333333, 0.7432009536469797)
4213: (0.6666666666666666, 0.7432009536469797)
4214: (0.6666666666666666, 1.2552635279220572)
4215: (0.3333333333333333, 1.2552635279220572)
4216: (0.6666666666666666, 0.7432009536469797)
4217: (1.0, 0.7432009536469797)
4218: (1.0, 1.2552635279220572)
4219: (0.6666666666666666, 1.2552635279220572)
4220: (-1.1102230246251565e-16, 0.7432009536469797)
4221: (0.33333333333333326, 0.7432009536469797)
4222: (0.33333333333333326, 1.2552635279220572)
4223: (-1.1102230246251565e-16, 1.2552635279220572)
4224: (0.3333333333333333, 1.2552635279220572)
4225: (0.6666666666666666, 1.2552635279220572)
4226: (0.6666666666666666, 2.0479135251285348)
4227: (0.3333333333333333, 2.0479135251285348)
4228: (0.6666666666666666, 1.2552635279220572)
4229: (1.0, 1.2552635279220572)
4230: (1.0, 2.0479135251285348)
4231: (0.6666666666666666, 2.0479135251285348)
4232: (-1.1102230246251565e-16, 1.2552635279220572)
4233: (0.33333333333333326, 1.2552635279220572)
4234: (0.33333333333333326, 2.0479135251285348)
4235: (-1.1102230246251565e-16, 2.0479135251285348)
4236: (0.3333333333333333, 2.0479135251285348)
4237: (0.6666666666666666, 2.0479135251285348)
4238: (0.6666666666666666, 3.6394629560474887)
4239: (0.3333333333333333, 3.6394629560474887)
4240: (0.6666666666666666, 2.0479135251285348)
4241: (1.0, 2.0479135251285348)
4242: (1.0, 3.6394629560474887)
4243: (0.6666666666666666, 3.6394629560474887)
4244: (-1.1102230246251565e-16, 2.0479135251285348)
4245: (0.33333333333333326, 2.0479135251285348)
4246: (0.33333333333333326, 3.6394629560474887)
4247: (-1.1102230246251565e-16, 3.6394629560474887)
4248: (0.3333333333333333, 3.6394629560474887)
4249: (0.6666666666666666, 3.6394629560474887)
4250: (0.6666666666666666, 5.231012386966443)
4251: (0.3333333333333333, 5.231012386966443)
4252: (0.6666666666666666, 3.6394629560474887)
4253: (1.0, 3.6394629560474887)
4254: (1.0, 5.231012386966443)
4255: (0.6666666666666666, 5.231012386966443)
4256: (-1.1102230246251565e-16, 3.6394629560474887)
4257: (0.33333333333333326, 3.6394629560474887)
4258: (0.33333333333333326, 5.231012386966443)
4259: (-1.1102230246251565e-16, 5.231012386966443)
4260: (0.3333333333333333, 5.231012386966443)
4261: (0.6666666666666666, 5.231012386966443)
4262: (0.6666666666666666, 6.822561817885392)
4263: (0.3333333333333333, 6.822561817885392)
4264: (0.6666666666666666, 5.231012386966443)
4265: (1.0, 5.231012386966443)
4266: (1.0, 6.822561817885392)
4267: (0.6666666666666666, 6.822561817885392)
4268: (-1.1102230246251565e-16, 5.231012386966443)
4269: (0.33333333333333326, 5.231012386966443)
4270: (0.33333333333333326, 6.822561817885392)
4271: (-1.1102230246251565e-16, 6.822561817885392)
4272: (0.2500000000000001, 0.9330127018922194)
4273: (1.0, 0.5)
4274: (0.5, 0.5)
4275: (0.24999999999999978, 0.06698729810778076)
4276: (0.2500000000000001, 0.9330127018922194)
4277: (0.5, 0.5)
4278: (1.0, 0.5)
4279: (0.24999999999999978, 0.06698729810778076)
4280: (0.5, 0.5)
4281: (0.5, 0.5)
4282: (0.5, 0.5)
4283: (0.5, 0.5)
4284: (0.5, 0.5)
4285: (0.5, 0.5)
4286: (0.5, 0.5)
4287: (0.5, 0.5)
4288: (0.5, 0.5)
4289: (0.5, 0.5)
4290: (0.3333333333333333, 0.0)
4291: (0.6666666666666666, 0.0)
4292: (0.6666666666666666, 0.684051395829276)
4293: (0.3333333333333333, 0.684051395829276)
4294: (0.6666666666666666, 0.0)
4295: (1.0, 0.0)
4296: (1.0, 0.684051395829276)
4297: (0.6666666666666666, 0.684051395829276)
4298: (-1.1102230246251565e-16, 0.0)
4299: (0.33333333333333326, 0.0)
4300: (0.33333333333333326, 0.684051395829276)
4301: (-1.1102230246251565e-16, 0.684051395829276)
4302: (0.3333333333333333, 0.684051395829276)
4303: (0.6666666666666666, 0.684051395829276)
4304: (0.6666666666666666, 1.1618096754588783)
4305: (0.3333333333333333, 1.1618096754588783)
4306: (0.6666666666666666, 0.684051395829276)
4307: (1.0, 0.684051395829276)
4308: (1.0, 1.1618096754588783)
4309: (0.6666666666666666, 1.1618096754588783)
4310: (-1.1102230246251565e-16, 0.684051395829276)
4311: (0.33333333333333326, 0.684051395829276)
4312: (0.33333333333333326, 1.1618096754588783)
4313: (-1.1102230246251565e-16, 1.1618096754588783)
4314: (0.3333333333333333, 1.1618096754588783)
4315: (0.6666666666666666, 1.1618096754588783)
4316: (0.6666666666666666, 1.9575843909183486)
4317: (0.3333333333333333, 1.9575843909183486)
4318: (0.6666666666666666, 1.1618096754588783)
4319: (1.0, 1.1618096754588783)
4320: (1.0, 1.9575843909183486)
4321: (0.6666666666666666, 1.9575843909183486)
4322: (-1.1102230246251565e-16, 1.1618096754588783)
4323: (0.33333333333333326, 1.1618096754588783)
4324: (0.33333333333333326, 1.9575843909183486)
4325: (-1.1102230246251565e-16, 1.9575843909183486)
4326: (0.2500000000000001, 0.9330127018922194)
4327: (1.0, 0.5)
4328: (0.5, 0.5)
4329: (0.24999999999999978, 0.06698729810778076)
4330: (0.2500000000000001, 0.9330127018922194)
4331: (0.5, 0.5)
4332: (1.0, 0.5)
4333: (0.24999999999999978, 0.06698729810778076)
4334: (0.5, 0.5)
4335: (0.5, 0.5)
4336: (0.5, 0.5)
4337: (0.5, 0.5)
