# Root UV coordinates (u, v)
1410: (1.0, 0.5)
1411: (0.24999999999999978, 0.06698729810778076)
1412: (0.5, 0.5)
1413: (0.5, 0.5)
1414: (0.5, 0.5)
1415: (0.5, 0.5)
1416: (0.5, 0.5)
1417: (0.5, 0.5)
1418: (0.5, 0.5)
1419: (0.5, 0.5)
1420: (0.5, 0.5)
1421: (0.5, 0.5)
1422: (0.5, 0.5)
1423: (0.5, 0.5)
1424: (0.5, 0.5)
1425: (0.3333333333333333, 0.0)
1426: (0.6666666666666666, 0.0)
1427: (0.6666666666666666, 0.6342249196371958)
1428: (0.3333333333333333, 0.6342249196371958)
1429: (0.6666666666666666, 0.0)
1430: (1.0, 0.0)
1431: (1.0, 0.6342249196371958)
1432: (0.6666666666666666, 0.6342249196371958)
1433: (-1.1102230246251565e-16, 0.0)
1434: (0.33333333333333326, 0.0)
1435: (0.33333333333333326, 0.6342249196371958)
1436: (-1.1102230246251565e-16, 0.6342249196371958)
1437: (0.3333333333333333, 0.6342249196371958)
1438: (0.6666666666666666, 0.6342249196371958)
1439: (0.6666666666666666, 1.1634445103327637)
1440: (0.3333333333333333, 1.1634445103327637)
1441: (0.6666666666666666, 0.6342249196371958)
1442: (1.0, 0.6342249196371958)
1443: (1.0, 1.1634445103327637)
1444: (0.6666666666666666, 1.1634445103327637)
1445: (-1.1102230246251565e-16, 0.6342249196371958)
1446: (0.33333333333333326, 0.6342249196371958)
1447: (0.33333333333333326, 1.1634445103327637)
1448: (-1.1102230246251565e-16, 1.1634445103327637)
1449: (0.3333333333333333, 1.1634445103327637)
1450: (0.6666666666666666, 1.1634445103327637)
1451: (0.6666666666666666, 1.9081484402975186)
1452: (0.3333333333333333, 1.9081484402975186)
1453: (0.6666666666666666, 1.1634445103327637)
1454: (1.0, 1.1634445103327637)
1455: (1.0, 1.9081484402975186)
1456: (0.6666666666666666, 1.9081484402975186)
1457: (-1.1102230246251565e-16, 1.1634445103327637)
1458: (0.33333333333333326, 1.1634445103327637)
1459: (0.33333333333333326, 1.9081484402975186)
1460: (-1.1102230246251565e-16, 1.9081484402975186)
1461: (0.3333333333333333, 1.9081484402975186)
1462: (0.6666666666666666, 1.9081484402975186)
1463: (0.6666666666666666, 3.499697871216471)
1464: (0.3333333333333333, 3.499697871216471)
1465: (0.6666666666666666, 1.9081484402975186)
1466: (1.0, 1.9081484402975186)
1467: (1.0, 3.499697871216471)
1468: (0.6666666666666666, 3.499697871216471)
1469: (-1.1102230246251565e-16, 1.9081484402975186)
1470: (0.33333333333333326, 1.9081484402975186)
1471: (0.33333333333333326, 3.499697871216471)
1472: (-1.1102230246251565e-16, 3.499697871216471)
1473: (0.2500000000000001, 0.9330127018922194)
1474: (1.0, 0.5)
1475: (0.5, 0.5)
1476: (0.24999999999999978, 0.06698729810778076)
1477: (0.2500000000000001, 0.9330127018922194)
1478: (0.5, 0.5)
1479: (1.0, 0.5)
1480: (0.24999999999999978, 0.06698729810778076)
1481: (0.5, 0.5)
1482: (0.5, 0.5)
1483: (0.5, 0.5)
1484: (0.5, 0.5)
1485: (0.5, 0.5)
1486: (0.5, 0.5)
1487: (0.5, 0.5)
1488: (0.3333333333333333, 0.0)
1489: (0.6666666666666666, 0.0)
1490: (0.6666666666666666, 0.6916716661174025)
1491: (0.3333333333333333, 0.6916716661174025)
1492: (0.6666666666666666, 0.0)
1493: (1.0, 0.0)
1494: (1.0, 0.6916716661174025)
1495: (0.6666666666666666, 0.6916716661174025)
1496: (-1.1102230246251565e-16, 0.0)
1497: (0.33333333333333326, 0.0)
1498: (0.33333333333333326, 0.6916716661174025)
1499: (-1.1102230246251565e-16, 0.6916716661174025)
1500: (0.3333333333333333, 0.6916716661174025)
1501: (0.6666666666666666, 0.6916716661174025)
1502: (0.6666666666666666, 1.218585315038093)
1503: (0.3333333333333333, 1.218585315038093)
1504: (0.6666666666666666, 0.6916716661174025)
1505: (1.0, 0.6916716661174025)
1506: (1.0, 1.218585315038093)
1507: (0.6666666666666666, 1.218585315038093)
1508: (-1.1102230246251565e-16, 0.6916716661174025)
1509: (0.33333333333333326, 0.6916716661174025)
1510: (0.33333333333333326, 1.218585315038093)
1511: (-1.1102230246251565e-16, 1.218585315038093)
1512: (0.3333333333333333, 1.218585315038093)
1513: (0.6666666666666666, 1.218585315038093)
1514: (0.6666666666666666, 1.9879048951177034)
1515: (0.3333333333333333, 1.9879048951177034)
1516: (0.6666666666666666, 1.218585315038093)
1517: (1.0, 1.218585315038093)
1518: (1.0, 1.9879048951177034)
1519: (0.6666666666666666, 1.9879048951177034)
1520: (-1.1102230246251565e-16, 1.218585315038093)
1521: (0.33333333333333326, 1.218585315038093)
1522: (0.33333333333333326, 1.9879048951177034)
1523: (-1.1102230246251565e-16, 1.9879048951177034)
1524: (0.3333333333333333, 1.9879048951177034)
1525: (0.6666666666666666, 1.9879048951177034)
1526: (0.6666666666666666, 3.5794543260366583)
1527: (0.3333333333333333, 3.5794543260366583)
1528: (0.6666666666666666, 1.9879048951177034)
1529: (1.0, 1.9879048951177034)
1530: (1.0, 3.5794543260366583)
1531: (0.6666666666666666, 3.5794543260366583)
1532: (-1.1102230246251565e-16, 1.9879048951177034)
1533: (0.33333333333333326, 1.9879048951177034)
1534: (0.33333333333333326, 3.5794543260366583)
1535: (-1.1102230246251565e-16, 3.5794543260366583)
1536: (0.3333333333333333, 3.5794543260366583)
1537: (0.6666666666666666, 3.5794543260366583)
1538: (0.6666666666666666, 5.171003756955612)
1539: (0.3333333333333333, 5.171003756955612)
1540: (0.6666666666666666, 3.5794543260366583)
1541: (1.0, 3.5794543260366583)
1542: (1.0, 5.171003756955612)
1543: (0.6666666666666666, 5.171003756955612)
1544: (-1.1102230246251565e-16, 3.5794543260366583)
1545: (0.33333333333333326, 3.5794543260366583)
1546: (0.33333333333333326, 5.171003756955612)
1547: (-1.1102230246251565e-16, 5.171003756955612)
1548: (0.3333333333333333, 5.171003756955612)
1549: (0.6666666666666666, 5.171003756955612)
1550: (0.6666666666666666, 6.762553187874566)
1551: (0.3333333333333333, 6.762553187874566)
1552: (0.6666666666666666, 5.171003756955612)
1553: (1.0, 5.171003756955612)
1554: (1.0, 6.762553187874566)
1555: (0.6666666666666666, 6.762553187874566)
1556: (-1.1102230246251565e-16, 5.171003756955612)
1557: (0.33333333333333326, 5.171003756955612)
1558: (0.33333333333333326, 6.762553187874566)
1559: (-1.1102230246251565e-16, 6.762553187874566)
1560: (0.2500000000000001, 0.9330127018922194)
1561: (1.0, 0.5)
1562: (0.5, 0.5)
1563: (0.24999999999999978, 0.06698729810778076)
1564: (0.2500000000000001, 0.9330127018922194)
1565: (0.5, 0.5)
1566: (1.0, 0.5)
1567: (0.24999999999999978, 0.06698729810778076)
1568: (0.5, 0.5)
1569: (0.5, 0.5)
1570: (0.5, 0.5)
1571: (0.5, 0.5)
1572: (0.5, 0.5)
1573: (0.5, 0.5)
1574: (0.5, 0.5)
1575: (0.5, 0.5)
1576: (0.5, 0.5)
1577: (0.5, 0.5)
1578: (0.3333333333333333, 0.0)
1579: (0.6666666666666666, 0.0)
1580: (0.6666666666666666, 0.6455328527624886)
1581: (0.3333333333333333, 0.6455328527624886)
1582: (0.6666666666666666, 0.0)
1583: (1.0, 0.0)
1584: (1.0, 0.6455328527624886)
1585: (0.6666666666666666, 0.6455328527624886)
1586: (-1.1102230246251565e-16, 0.0)
1587: (0.33333333333333326, 0.0)
1588: (0.33333333333333326, 0.6455328527624886)
1589: (-1.1102230246251565e-16, 0.6455328527624886)
1590: (0.3333333333333333, 0.6455328527624886)
1591: (0.6666666666666666, 0.6455328527624886)
1592: (0.6666666666666666, 1.3652767640824872)
1593: (0.3333333333333333, 1.3652767640824872)
1594: (0.6666666666666666, 0.6455328527624886)
1595: (1.0, 0.6455328527624886)
1596: (1.0, 1.3652767640824872)
1597: (0.6666666666666666, 1.3652767640824872)
1598: (-1.1102230246251565e-16, 0.6455328527624886)
1599: (0.33333333333333326, 0.6455328527624886)
1600: (0.33333333333333326, 1.3652767640824872)
1601: (-1.1102230246251565e-16, 1.3652767640824872)
1602: (0.3333333333333333, 1.3652767640824872)
1603: (0.6666666666666666, 1.3652767640824872)
1604: (0.6666666666666666, 2.026211751339722)
1605: (0.3333333333333333, 2.026211751339722)
1606: (0.6666666666666666, 1.3652767640824872)
1607: (1.0, 1.3652767640824872)
1608: (1.0, 2.026211751339722)
1609: (0.6666666666666666, 2.026211751339722)
1610: (-1.1102230246251565e-16, 1.3652767640824872)
1611: (0.33333333333333326, 1.3652767640824872)
1612: (0.33333333333333326, 2.026211751339722)
1613: (-1.1102230246251565e-16, 2.026211751339722)
1614: (0.3333333333333333, 2.026211751339722)
1615: (0.6666666666666666, 2.026211751339722)
1616: (0.6666666666666666, 3.6177611822586755)
1617: (0.3333333333333333, 3.6177611822586755)
1618: (0.6666666666666666, 2.026211751339722)
1619: (1.0, 2.026211751339722)
1620: (1.0, 3.6177611822586755)
1621: (0.6666666666666666, 3.6177611822586755)
1622: (-1.1102230246251565e-16, 2.026211751339722)
1623: (0.33333333333333326, 2.026211751339722)
1624: (0.33333333333333326, 3.6177611822586755)
1625: (-1.1102230246251565e-16, 3.6177611822586755)
1626: (0.2500000000000001, 0.9330127018922194)
1627: (1.0, 0.5)
1628: (0.5, 0.5)
1629: (0.24999999999999978, 0.06698729810778076)
1630: (0.2500000000000001, 0.9330127018922194)
1631: (0.5, 0.5)
1632: (1.0, 0.5)
1633: (0.24999999999999978, 0.06698729810778076)
1634: (0.5, 0.5)
1635: (0.5, 0.5)
1636: (0.5, 0.5)
1637: (0.5, 0.5)
1638: (0.5, 0.5)
1639: (0.5, 0.5)
1640: (0.5, 0.5)
1641: (0.3333333333333333, 0.0)
1642: (0.6666666666666666, 0.0)
1643: (0.6666666666666666, 0.5435129022171906)
1644: (0.3333333333333333, 0.5435129022171906)
1645: (0.6666666666666666, 0.0)
1646: (1.0, 0.0)
1647: (1.0, 0.5435129022171906)
1648: (0.6666666666666666, 0.5435129022171906)
1649: (-1.1102230246251565e-16, 0.0)
1650: (0.33333333333333326, 0.0)
1651: (0.33333333333333326, 0.5435129022171906)
1652: (-1.1102230246251565e-16, 0.5435129022171906)
1653: (0.3333333333333333, 0.5435129022171906)
1654: (0.6666666666666666, 0.5435129022171906)
1655: (0.6666666666666666, 0.9509857631302696)
1656: (0.3333333333333333, 0.9509857631302696)
1657: (0.6666666666666666, 0.5435129022171906)
1658: (1.0, 0.5435129022171906)
1659: (1.0, 0.9509857631302696)
1660: (0.6666666666666666, 0.9509857631302696)
1661: (-1.1102230246251565e-16, 0.5435129022171906)
1662: (0.33333333333333326, 0.5435129022171906)
1663: (0.33333333333333326, 0.9509857631302696)
1664: (-1.1102230246251565e-16, 0.9509857631302696)
1665: (0.3333333333333333, 0.9509857631302696)
1666: (0.6666666666666666, 0.9509857631302696)
1667: (0.6666666666666666, 1.7445152968647024)
1668: (0.3333333333333333, 1.7445152968647024)
1669: (0.6666666666666666, 0.9509857631302696)
1670: (1.0, 0.9509857631302696)
1671: (1.0, 1.7445152968647024)
1672: (0.6666666666666666, 1.7445152968647024)
1673: (-1.1102230246251565e-16, 0.9509857631302696)
1674: (0.33333333333333326, 0.9509857631302696)
1675: (0.33333333333333326, 1.7445152968647024)
1676: (-1.1102230246251565e-16, 1.7445152968647024)
1677: (0.3333333333333333, 1.7445152968647024)
1678: (0.6666666666666666, 1.7445152968647024)
1679: (0.6666666666666666, 3.3360647277836577)
1680: (0.3333333333333333, 3.3360647277836577)
1681: (0.6666666666666666, 1.7445152968647024)
1682: (1.0, 1.7445152968647024)
1683: (1.0, 3.3360647277836577)
1684: (0.6666666666666666, 3.3360647277836577)
1685: (-1.1102230246251565e-16, 1.7445152968647024)
1686: (0.33333333333333326, 1.7445152968647024)
1687: (0.33333333333333326, 3.3360647277836577)
1688: (-1.1102230246251565e-16, 3.3360647277836577)
1689: (0.3333333333333333, 3.3360647277836577)
1690: (0.6666666666666666, 3.3360647277836577)
1691: (0.6666666666666666, 4.927614158702614)
1692: (0.3333333333333333, 4.927614158702614)
1693: (0.6666666666666666, 3.3360647277836577)
1694: (1.0, 3.3360647277836577)
1695: (1.0, 4.927614158702614)
1696: (0.6666666666666666, 4.927614158702614)
1697: (-1.1102230246251565e-16, 3.3360647277836577)
1698: (0.33333333333333326, 3.3360647277836577)
1699: (0.33333333333333326, 4.927614158702614)
1700: (-1.1102230246251565e-16, 4.927614158702614)
1701: (0.3333333333333333, 4.927614158702614)
1702: (0.6666666666666666, 4.927614158702614)
1703: (0.6666666666666666, 6.519163589621568)
1704: (0.3333333333333333, 6.519163589621568)
1705: (0.6666666666666666, 4.927614158702614)
1706: (1.0, 4.927614158702614)
1707: (1.0, 6.519163589621568)
1708: (0.6666666666666666, 6.519163589621568)
1709: (-1.1102230246251565e-16, 4.927614158702614)
1710: (0.33333333333333326, 4.927614158702614)
1711: (0.33333333333333326, 6.519163589621568)
1712: (-1.1102230246251565e-16, 6.519163589621568)
1713: (0.2500000000000001, 0.9330127018922194)
1714: (1.0, 0.5)
1715: (0.5, 0.5)
1716: (0.24999999999999978, 0.06698729810778076)
1717: (0.2500000000000001, 0.9330127018922194)
1718: (0.5, 0.5)
1719: (1.0, 0.5)
1720: (0.24999999999999978, 0.06698729810778076)
1721: (0.5, 0.5)
1722: (0.5, 0.5)
1723: (0.5, 0.5)
1724: (0.5, 0.5)
1725: (0.5, 0.5)
1726: (0.5, 0.5)
1727: (0.5, 0.5)
1728: (0.5, 0.5)
1729: (0.5, 0.5)
1730: (0.5, 0.5)
1731: (0.3333333333333333, 0.0)
1732: (0.6666666666666666, 0.0)
1733: (0.6666666666666666, 0.6121629380217094)
1734: (0.3333333333333333, 0.6121629380217094)
1735: (0.6666666666666666, 0.0)
1736: (1.0, 0.0)
1737: (1.0, 0.6121629380217094)
1738: (0.6666666666666666, 0.6121629380217094)
1739: (-1.1102230246251565e-16, 0.0)
1740: (0.33333333333333326, 0.0)
1741: (0.33333333333333326, 0.6121629380217094)
1742: (-1.1102230246251565e-16, 0.6121629380217094)
1743: (0.3333333333333333, 0.6121629380217094)
1744: (0.6666666666666666, 0.6121629380217094)
1745: (0.6666666666666666, 1.0562260235607193)
1746: (0.3333333333333333, 1.0562260235607193)
1747: (0.6666666666666666, 0.6121629380217094)
1748: (1.0, 0.6121629380217094)
1749: (1.0, 1.0562260235607193)
1750: (0.6666666666666666, 1.0562260235607193)
1751: (-1.1102230246251565e-16, 0.6121629380217094)
1752: (0.33333333333333326, 0.6121629380217094)
1753: (0.33333333333333326, 1.0562260235607193)
1754: (-1.1102230246251565e-16, 1.0562260235607193)
1755: (0.3333333333333333, 1.0562260235607193)
1756: (0.6666666666666666, 1.0562260235607193)
1757: (0.6666666666666666, 1.8520007390201925)
1758: (0.3333333333333333, 1.8520007390201925)
1759: (0.6666666666666666, 1.0562260235607193)
1760: (1.0, 1.0562260235607193)
1761: (1.0, 1.8520007390201925)
1762: (0.6666666666666666, 1.8520007390201925)
1763: (-1.1102230246251565e-16, 1.0562260235607193)
1764: (0.33333333333333326, 1.0562260235607193)
1765: (0.33333333333333326, 1.8520007390201925)
1766: (-1.1102230246251565e-16, 1.8520007390201925)
1767: (0.2500000000000001, 0.9330127018922194)
1768: (1.0, 0.5)
1769: (0.5, 0.5)
1770: (0.24999999999999978, 0.06698729810778076)
1771: (0.2500000000000001, 0.9330127018922194)
1772: (0.5, 0.5)
1773: (1.0, 0.5)
1774: (0.24999999999999978, 0.06698729810778076)
1775: (0.5, 0.5)
1776: (0.5, 0.5)
1777: (0.5, 0.5)
1778: (0.5, 0.5)
1779: (0.5, 0.0)
1780: (0.75, 0.0)
1781: (0.5454545454545454, 25.526427900685533)
1782: (0.2727272727272727, 25.526427900685533)
1783: (0.75, 0.0)
1784: (1.0, 0.0)
1785: (0.8181818181818181, 25.526427900685533)
1786: (0.5454545454545454, 25.526427900685533)
1787: (1.0, 0.0)
1788: (1.25, 0.0)
1789: (1.0909090909090908, 25.526427900685533)
1790: (0.8181818181818181, 25.526427900685533)
1791: (1.25, 0.0)
1792: (1.5, 0.0)
1793: (1.3636363636363638, 25.526427900685533)
1794: (1.0909090909090908, 25.526427900685533)
1795: (1.5, 0.0)
1796: (1.7499999999999998, 0.0)
1797: (1.6363636363636362, 25.526427900685533)
1798: (1.3636363636363638, 25.526427900685533)
1799: (1.7499999999999998, 0.0)
1800: (2.0, 0.0)
1801: (1.9090909090909092, 25.526427900685533)
1802: (1.6363636363636362, 25.526427900685533)
1803: (2.0, 0.0)
1804: (2.25, 0.0)
1805: (2.1818181818181817, 25.526427900685533)
1806: (1.9090909090909092, 25.526427900685533)
1807: (2.25, 0.0)
1808: (2.5, 0.0)
1809: (2.4545454545454546, 25.526427900685533)
1810: (2.1818181818181817, 25.526427900685533)
1811: (2.5, 0.0)
1812: (2.75, 0.0)
1813: (2.7272727272727275, 25.526427900685533)
1814: (2.4545454545454546, 25.526427900685533)
1815: (2.75, 0.0)
1816: (3.0, 0.0)
1817: (3.0, 25.526427900685533)
1818: (2.7272727272727275, 25.526427900685533)
1819: (0.25, 0.0)
1820: (0.5, 0.0)
1821: (0.2727272727272725, 25.526427900685533)
1822: (0.0, 25.526427900685533)
1823: (0.0, 0.0)
1824: (0.25, 0.0)
1825: (0.0, 25.526427900685533)
1826: (0.5454545454545454, 25.526427900685533)
1827: (0.8181818181818181, 25.526427900685533)
1828: (0.6000000000000001, 31.108521105821353)
1829: (0.30000000000000004, 31.108521105821353)
1830: (0.8181818181818181, 25.526427900685533)
1831: (1.0909090909090908, 25.526427900685533)
1832: (0.9000000000000001, 31.108521105821353)
1833: (0.6000000000000001, 31.108521105821353)
1834: (1.0909090909090908, 25.526427900685533)
1835: (1.3636363636363638, 25.526427900685533)
1836: (1.2000000000000002, 31.108521105821353)
1837: (0.9000000000000001, 31.108521105821353)
1838: (1.3636363636363638, 25.526427900685533)
1839: (1.6363636363636362, 25.526427900685533)
1840: (1.5, 31.108521105821353)
1841: (1.2000000000000002, 31.108521105821353)
1842: (1.6363636363636362, 25.526427900685533)
1843: (1.9090909090909092, 25.526427900685533)
1844: (1.8000000000000003, 31.108521105821353)
1845: (1.5, 31.108521105821353)
1846: (1.9090909090909092, 25.526427900685533)
1847: (2.1818181818181817, 25.526427900685533)
1848: (2.1, 31.108521105821353)
1849: (1.8000000000000003, 31.108521105821353)
1850: (2.1818181818181817, 25.526427900685533)
1851: (2.4545454545454546, 25.526427900685533)
1852: (2.4000000000000004, 31.108521105821353)
1853: (2.1, 31.108521105821353)
1854: (2.4545454545454546, 25.526427900685533)
1855: (2.7272727272727275, 25.526427900685533)
1856: (2.7, 31.108521105821353)
1857: (2.4000000000000004, 31.108521105821353)
1858: (2.7272727272727275, 25.526427900685533)
1859: (3.0, 25.526427900685533)
1860: (3.0, 31.108521105821353)
1861: (2.7, 31.108521105821353)
1862: (0.2727272727272725, 25.526427900685533)
1863: (0.545454545454545, 25.526427900685533)
1864: (0.2999999999999998, 31.108521105821353)
1865: (0.0, 31.108521105821353)
1866: (-4.440892098500626e-16, 25.526427900685533)
1867: (0.2727272727272725, 25.526427900685533)
1868: (0.0, 31.108521105821353)
1869: (0.6000000000000001, 31.108521105821353)
1870: (0.9000000000000001, 31.108521105821353)
1871: (0.6666666666666666, 32.01466263528024)
1872: (0.3333333333333333, 32.01466263528024)
1873: (0.9000000000000001, 31.108521105821353)
1874: (1.2000000000000002, 31.108521105821353)
1875: (1.0, 32.01466263528024)
1876: (0.6666666666666666, 32.01466263528024)
1877: (1.2000000000000002, 31.108521105821353)
1878: (1.5, 31.108521105821353)
1879: (1.3333333333333333, 32.01466263528024)
1880: (1.0, 32.01466263528024)
1881: (1.5, 31.108521105821353)
1882: (1.8000000000000003, 31.108521105821353)
1883: (1.6666666666666667, 32.01466263528024)
1884: (1.3333333333333333, 32.01466263528024)
1885: (1.8000000000000003, 31.108521105821353)
1886: (2.1, 31.108521105821353)
1887: (2.0, 32.01466263528024)
1888: (1.6666666666666667, 32.01466263528024)
1889: (2.1, 31.108521105821353)
1890: (2.4000000000000004, 31.108521105821353)
1891: (2.333333333333333, 32.01466263528024)
1892: (2.0, 32.01466263528024)
1893: (2.4000000000000004, 31.108521105821353)
1894: (2.7, 31.108521105821353)
1895: (2.6666666666666665, 32.01466263528024)
1896: (2.333333333333333, 32.01466263528024)
1897: (2.7, 31.108521105821353)
1898: (3.0, 31.108521105821353)
1899: (3.0, 32.01466263528024)
1900: (2.6666666666666665, 32.01466263528024)
1901: (0.2999999999999998, 31.108521105821353)
1902: (0.5999999999999996, 31.108521105821353)
1903: (0.3333333333333335, 32.01466263528024)
1904: (0.0, 32.01466263528024)
1905: (0.0, 31.108521105821353)
1906: (0.2999999999999998, 31.108521105821353)
1907: (0.0, 32.01466263528024)
1908: (0.6666666666666666, 32.01466263528024)
1909: (1.0, 32.01466263528024)
1910: (0.75, 36.789310928037104)
1911: (0.375, 36.789310928037104)
1912: (1.0, 32.01466263528024)
1913: (1.3333333333333333, 32.01466263528024)
1914: (1.125, 36.789310928037104)
1915: (0.75, 36.789310928037104)
1916: (1.3333333333333333, 32.01466263528024)
1917: (1.6666666666666667, 32.01466263528024)
1918: (1.5, 36.789310928037104)
1919: (1.125, 36.789310928037104)
1920: (1.6666666666666667, 32.01466263528024)
1921: (2.0, 32.01466263528024)
1922: (1.875, 36.789310928037104)
1923: (1.5, 36.789310928037104)
1924: (2.0, 32.01466263528024)
1925: (2.333333333333333, 32.01466263528024)
1926: (2.25, 36.789310928037104)
1927: (1.875, 36.789310928037104)
1928: (2.333333333333333, 32.01466263528024)
1929: (2.6666666666666665, 32.01466263528024)
1930: (2.625, 36.789310928037104)
1931: (2.25, 36.789310928037104)
1932: (2.6666666666666665, 32.01466263528024)
1933: (3.0, 32.01466263528024)
1934: (3.0, 36.789310928037104)
1935: (2.625, 36.789310928037104)
1936: (0.3333333333333335, 32.01466263528024)
1937: (0.666666666666667, 32.01466263528024)
1938: (0.375, 36.789310928037104)
1939: (0.0, 36.789310928037104)
1940: (0.0, 32.01466263528024)
1941: (0.3333333333333335, 32.01466263528024)
1942: (0.0, 36.789310928037104)
1943: (0.75, 36.789310928037104)
1944: (1.125, 36.789310928037104)
1945: (0.8571428571428571, 41.56395922079397)
1946: (0.42857142857142855, 41.56395922079397)
1947: (1.125, 36.789310928037104)
1948: (1.5, 36.789310928037104)
1949: (1.2857142857142856, 41.56395922079397)
1950: (0.8571428571428571, 41.56395922079397)
1951: (1.5, 36.789310928037104)
1952: (1.875, 36.789310928037104)
1953: (1.7142857142857142, 41.56395922079397)
1954: (1.2857142857142856, 41.56395922079397)
1955: (1.875, 36.789310928037104)
1956: (2.25, 36.789310928037104)
1957: (2.1428571428571423, 41.56395922079397)
1958: (1.7142857142857142, 41.56395922079397)
1959: (2.25, 36.789310928037104)
1960: (2.625, 36.789310928037104)
1961: (2.571428571428571, 41.56395922079397)
1962: (2.1428571428571423, 41.56395922079397)
1963: (2.625, 36.789310928037104)
1964: (3.0, 36.789310928037104)
1965: (3.0, 41.56395922079397)
1966: (2.571428571428571, 41.56395922079397)
1967: (0.375, 36.789310928037104)
1968: (0.75, 36.789310928037104)
1969: (0.4285714285714284, 41.56395922079397)
1970: (-4.440892098500626e-16, 41.56395922079397)
1971: (0.0, 36.789310928037104)
1972: (0.375, 36.789310928037104)
1973: (-4.440892098500626e-16, 41.56395922079397)
1974: (0.8571428571428571, 41.56395922079397)
1975: (1.2857142857142856, 41.56395922079397)
1976: (1.0, 46.338607513550826)
1977: (0.5, 46.338607513550826)
1978: (1.2857142857142856, 41.56395922079397)
1979: (1.7142857142857142, 41.56395922079397)
1980: (1.5, 46.338607513550826)
1981: (1.0, 46.338607513550826)
1982: (1.7142857142857142, 41.56395922079397)
1983: (2.1428571428571423, 41.56395922079397)
1984: (2.0, 46.338607513550826)
1985: (1.5, 46.338607513550826)
1986: (2.1428571428571423, 41.56395922079397)
1987: (2.571428571428571, 41.56395922079397)
1988: (2.5, 46.338607513550826)
1989: (2.0, 46.338607513550826)
1990: (2.571428571428571, 41.56395922079397)
1991: (3.0, 41.56395922079397)
1992: (3.0, 46.338607513550826)
1993: (2.5, 46.338607513550826)
1994: (0.42857142857142794, 41.56395922079397)
1995: (0.8571428571428568, 41.56395922079397)
1996: (0.5, 46.338607513550826)
1997: (0.0, 46.338607513550826)
1998: (-4.440892098500626e-16, 41.56395922079397)
1999: (0.4285714285714284, 41.56395922079397)
2000: (0.0, 46.338607513550826)
2001: (1.0, 46.338607513550826)
2002: (1.5, 46.338607513550826)
2003: (1.2000000000000002, 51.113255806307684)
2004: (0.6000000000000001, 51.113255806307684)
2005: (1.5, 46.338607513550826)
2006: (2.0, 46.338607513550826)
2007: (1.8000000000000003, 51.113255806307684)
2008: (1.2000000000000002, 51.113255806307684)
2009: (2.0, 46.338607513550826)
2010: (2.5, 46.338607513550826)
2011: (2.4000000000000004, 51.113255806307684)
2012: (1.8000000000000003, 51.113255806307684)
2013: (2.5, 46.338607513550826)
2014: (3.0, 46.338607513550826)
2015: (3.0, 51.113255806307684)
2016: (2.4000000000000004, 51.113255806307684)
2017: (0.5, 46.338607513550826)
2018: (1.0, 46.338607513550826)
2019: (0.6000000000000001, 51.113255806307684)
2020: (4.440892098500626e-16, 51.113255806307684)
2021: (0.0, 46.338607513550826)
2022: (0.5, 46.338607513550826)
2023: (4.440892098500626e-16, 51.113255806307684)
2024: (1.2000000000000002, 51.113255806307684)
2025: (1.8000000000000003, 51.113255806307684)
2026: (1.5, 55.88790409906454)
2027: (0.75, 55.88790409906454)
2028: (1.8000000000000003, 51.113255806307684)
2029: (2.4000000000000004, 51.113255806307684)
2030: (2.25, 55.88790409906454)
2031: (1.5, 55.88790409906454)
2032: (2.4000000000000004, 51.113255806307684)
2033: (3.0, 51.113255806307684)
2034: (3.0, 55.88790409906454)
2035: (2.25, 55.88790409906454)
2036: (0.6000000000000005, 51.113255806307684)
2037: (1.2000000000000002, 51.113255806307684)
2038: (0.75, 55.88790409906454)
2039: (0.0, 55.88790409906454)
2040: (4.440892098500626e-16, 51.113255806307684)
2041: (0.6000000000000001, 51.113255806307684)
2042: (0.0, 55.88790409906454)
2043: (1.5, 55.88790409906454)
2044: (2.25, 55.88790409906454)
2045: (2.0, 60.66255239182141)
2046: (1.0, 60.66255239182141)
2047: (2.25, 55.88790409906454)
2048: (3.0, 55.88790409906454)
2049: (3.0, 60.66255239182141)
2050: (2.0, 60.66255239182141)
2051: (0.75, 55.88790409906454)
2052: (1.5, 55.88790409906454)
2053: (1.0, 60.66255239182141)
2054: (0.0, 60.66255239182141)
2055: (0.0, 55.88790409906454)
2056: (0.75, 55.88790409906454)
2057: (0.0, 60.66255239182141)
2058: (1.0, 60.66255239182141)
2059: (2.0, 60.66255239182141)
2060: (2.0, 65.43720068457827)
2061: (1.0, 65.43720068457827)
2062: (2.0, 60.66255239182141)
2063: (3.0, 60.66255239182141)
2064: (3.0, 65.43720068457827)
2065: (2.0, 65.43720068457827)
2066: (0.0, 60.66255239182141)
2067: (1.0, 60.66255239182141)
2068: (1.0, 65.43720068457827)
2069: (0.0, 65.43720068457827)
2070: (1.0, 65.43720068457827)
2071: (2.0, 65.43720068457827)
2072: (2.0, 70.21184897733514)
2073: (1.0, 70.21184897733514)
2074: (2.0, 65.43720068457827)
2075: (3.0, 65.43720068457827)
2076: (3.0, 70.21184897733514)
2077: (2.0, 70.21184897733514)
2078: (0.0, 65.43720068457827)
2079: (1.0, 65.43720068457827)
2080: (1.0, 70.21184897733514)
2081: (0.0, 70.21184897733514)
2082: (1.0, 70.21184897733514)
2083: (2.0, 70.21184897733514)
2084: (2.0, 74.986497270092)
